
Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Sat Jul 25 18:39:42 2026

Wall Time:    14373.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :   4999.800u     18.100s   1542.017w   2536 calls
build grid                          :   4194.217u      7.783s   1156.178w   2536 calls
post-process grid                   :    803.450u     10.300s    385.194w   2536 calls
DFH: sparsity prep                  :    145.583u      0.117s    116.544w   1268 calls
Libint2ERI::Libint2ERI              :   2006.850u      7.067s    499.609w  22824 calls
Libint2ErfERI::Libint2ErfERI        :    766.600u      7.167s    446.444w   6340 calls
JK: (A|Q)^-1                        :   2602.683u    156.333s   1813.806w   2536 calls
JK: (A|mn)                          :   3985.433u    332.067s   1645.866w   2536 calls
JK: (Q|mn)                          :   3069.117u    373.850s   1421.047w   2536 calls
JK: (Q|mn) Write                    :     63.400u     76.300s     58.496w   1268 calls
JK: (A|mn)^L                        :   3987.033u    282.417s   1628.907w   2536 calls
JK: (Q|mn)^L                        :   3017.350u    382.850s   1400.935w   2536 calls
JK: (Q|mn)^L Write                  :     64.983u     75.800s     56.324w   1268 calls
JK: (Q|mn)^R                        :   3406.083u    243.317s   1425.847w   1268 calls
JK: (Q|mn)^R Write                  :     89.450u    118.383s     96.952w   1268 calls
HF: Form core H                     :     68.217u      0.983s     35.624w   1268 calls
HF: Form S/X                        :     66.767u      1.433s     97.872w   1268 calls
HF: Guess                           :    548.133u    111.433s    390.435w   1268 calls
SAD Guess                           :    541.750u    111.100s    387.408w   1268 calls
HF: Form G                          : 187170.250u  14213.200s  78530.755w  38252 calls
RV: Form V                          : 317610.817u     67.467s  90206.202w  77936 calls
Properties                          : 105700.022p                         187747827 calls
Functional                          :  17738.410p                         187747827 calls
V_xc                                :  58380.069p                         184742149 calls
JK: D                               :   9205.733u      1.550s    173.223w  77936 calls
JK: USO2AO                          :      7.200u      0.083s      0.714w  77936 calls
JK: JK                              : 517695.550u  20435.133s  76708.548w  77936 calls
JK: (Q|mn) Read                     :   3470.850u   4349.650s   3273.249w  76504 calls
JK: J                               : 131557.050u     33.300s   2425.931w 116188 calls
JK: J1                              :  69093.717u     15.867s   1230.368w 116188 calls
JK: J2                              :  61815.967u     14.550s   1171.297w 116188 calls
JK: K                               : 263944.450u   4186.617s  24453.760w 116188 calls
JK: K1                              : 252180.050u   3027.150s  18759.361w 116188 calls
JK: K2                              :  11566.250u   1158.233s   5688.193w 116188 calls
JK: (Q|mn)^L Read                   :   2715.100u   3389.167s   2521.389w 116024 calls
JK: (Q|mn)^R Read                   :   2586.283u   3340.217s   2496.078w 116024 calls
JK: wK                              :  92505.267u   3239.400s  39152.756w 195392 calls
JK: wK1                             :  79924.817u   1898.383s  32750.517w 390784 calls
JK: wK2                             :  12421.650u   1337.767s   6390.245w 195392 calls
JK: AO2USO                          :      0.800u      0.033s      0.263w  77936 calls
HF: Form F                          :     28.483u      0.950s     56.357w  38252 calls
HF: Form D                          :     22.933u      0.700s     27.528w  38252 calls
HF: DIIS                            :   1158.350u     90.467s   1141.527w  36984 calls
HF: Form C                          :   1428.050u     28.650s   1977.187w  36984 calls
JK: (A|Q)^-1/2                      :   1264.450u     23.117s    858.731w   1268 calls
JK: (A|mn)^R                        :   2899.050u      1.450s   1134.124w   1268 calls
Grad: V T Perturb                   :   3042.217u      0.567s     61.517w   1268 calls
Grad: S                             :    352.017u      0.117s     12.946w   1268 calls
Grad: JK                            :  30830.750u   1334.233s  13111.982w   1268 calls
JKGrad: Amn                         :   5046.467u    394.133s   1760.398w   1268 calls
JKGrad: Awmn                        :   4371.200u    398.983s   2090.865w   1268 calls
JKGrad: AB                          :   1676.517u     88.417s   1013.304w   1268 calls
JKGrad: UV                          :    397.433u     65.633s    191.896w   1268 calls
JKGrad: ABx                         :    208.967u      6.333s     81.264w   1268 calls
JKGrad: Amnx                        :  19039.367u    370.050s   7963.280w   1268 calls
Grad: XC                            :   6576.950u      1.183s   2576.918w   1268 calls
V_xc gradient                       :   1645.834p                         3005678 calls

--------------------------------------------------------------------------------------
V: Grid                             :   4999.800u     18.100s   1542.017w   2536 calls
| build grid                        :   4194.217u      7.783s   1156.178w   2536 calls
| post-process grid                 :    803.450u     10.300s    385.194w   2536 calls
DFH: sparsity prep                  :    145.583u      0.117s    116.544w   1268 calls
| Libint2ERI::Libint2ERI            :     92.717u      0.050s     75.186w   1268 calls
Libint2ERI::Libint2ERI              :    388.933u      1.450s    280.422w   7608 calls
Libint2ErfERI::Libint2ErfERI        :    217.600u      0.033s    170.147w   2536 calls
JK: (A|Q)^-1                        :   2602.683u    156.333s   1813.806w   2536 calls
| Libint2ERI::Libint2ERI            :      2.033u      0.883s      1.762w   5072 calls
JK: (A|mn)                          :   3985.433u    332.067s   1645.866w   2536 calls
JK: (Q|mn)                          :   3069.117u    373.850s   1421.047w   2536 calls
JK: (Q|mn) Write                    :     63.400u     76.300s     58.496w   1268 calls
JK: (A|mn)^L                        :   3987.033u    282.417s   1628.907w   2536 calls
JK: (Q|mn)^L                        :   3017.350u    382.850s   1400.935w   2536 calls
JK: (Q|mn)^L Write                  :     64.983u     75.800s     56.324w   1268 calls
JK: (Q|mn)^R                        :   3406.083u    243.317s   1425.847w   1268 calls
JK: (Q|mn)^R Write                  :     89.450u    118.383s     96.952w   1268 calls
HF: Form core H                     :     68.217u      0.983s     35.624w   1268 calls
HF: Form S/X                        :     66.767u      1.433s     97.872w   1268 calls
HF: Guess                           :    548.133u    111.433s    390.435w   1268 calls
| SAD Guess                         :    541.750u    111.100s    387.408w   1268 calls
HF: Form G                          : 187170.250u  14213.200s  78530.755w  38252 calls
| RV: Form V                        : 105367.800u     30.833s  40061.726w  38252 calls
| | Properties                      :  44730.261p                         90673262 calls
| | Functional                      :   7903.309p                         90673262 calls
| | V_xc                            :  26736.566p                         90673262 calls
| JK: D                             :     31.283u      0.733s     42.985w  38252 calls
| JK: USO2AO                        :      1.683u      0.050s      0.321w  38252 calls
| JK: JK                            :  81702.483u  14178.917s  38293.885w  38252 calls
| | JK: (Q|mn) Read                 :   3470.850u   4349.650s   3273.249w  76504 calls
| | JK: J                           :   1860.883u     15.250s    768.422w  76504 calls
| | | JK: J1                        :    910.383u      7.750s    374.415w  76504 calls
| | | JK: J2                        :    875.100u      5.817s    377.557w  76504 calls
| | JK: K                           :  25250.233u    919.983s  10245.299w  76504 calls
| | | JK: K1                        :  19601.900u    383.583s   7606.472w  76504 calls
| | | JK: K2                        :   5601.250u    535.650s   2634.944w  76504 calls
| | JK: (Q|mn)^L Read               :   2715.100u   3389.167s   2521.389w 116024 calls
| | JK: (Q|mn)^R Read               :   2586.283u   3340.217s   2496.078w 116024 calls
| | JK: wK                          :  43787.983u    973.800s  17615.886w 116024 calls
| | | JK: wK1                       :  37683.533u    343.550s  14623.462w 232048 calls
| | | JK: wK2                       :   6007.800u    628.317s   2985.089w 116024 calls
| JK: AO2USO                        :      0.317u      0.000s      0.121w  38252 calls
HF: Form F                          :     28.483u      0.950s     56.357w  38252 calls
HF: Form D                          :     22.933u      0.700s     27.528w  38252 calls
HF: DIIS                            :   1158.350u     90.467s   1141.527w  36984 calls
HF: Form C                          :   1428.050u     28.650s   1977.187w  36984 calls
JK: (A|Q)^-1/2                      :   1264.450u     23.117s    858.731w   1268 calls
| Libint2ERI::Libint2ERI            :      1.617u      0.017s      0.921w   2536 calls
